"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Semet R.","Semet, Raphaël (58786684700)","58786684700","Unravelling the Influence of Household Characteristics and Decisions on their Carbon Footprint: A Quantile Regression Analysis; [L’influence des caractéristiques et des décisions des ménages sur leur empreinte carbone: une analyse par régression quantile]","2025","Economie et Statistique","2025","545","","27","46","19","0","10.24187/ecostat.2024.545.2127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004734584&doi=10.24187%2fecostat.2024.545.2127&partnerID=40&md5=1280edb7cc796c184ff777c919ac993f","Article","Final","","Scopus","2-s2.0-105004734584"
"Sato I.; Narita D.","Sato, Ichiro (59267650900); Narita, Daiju (8418460700)","59267650900; 8418460700","Use of nested multi-regional input–output analysis for the evaluation of subnational emission reduction policies: A case of Japanese prefectures","2023","Sustainable Production and Consumption","37","","","294","305","11","12","10.1016/j.spc.2023.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150066562&doi=10.1016%2fj.spc.2023.03.003&partnerID=40&md5=bb224a770d1c016129db14ad246aa5da","Article","Final","","Scopus","2-s2.0-85150066562"
"Liu Y.; Rosado L.; Wu A.; Melolinna N.; Holmqvist J.; Fath B.","Liu, Yiwen (58784814000); Rosado, Leonardo (29068142600); Wu, Alexandra (57224157584); Melolinna, Nelli (58784986500); Holmqvist, Johan (55781434900); Fath, Brian (7003853198)","58784814000; 29068142600; 57224157584; 58784986500; 55781434900; 7003853198","Consequence CO2 footprint analysis of circular economy scenarios in cities","2023","Cleaner Production Letters","5","","100045","","","","2","10.1016/j.clpl.2023.100045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179333240&doi=10.1016%2fj.clpl.2023.100045&partnerID=40&md5=6dc787beb512b668bb882074d9125d1e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85179333240"
"Hernández C.; Vita G.","Hernández, Christian (57218563380); Vita, Gibran (57021184500)","57218563380; 57021184500","Carbon footprint analysis of household consumption in greater Guadalajara reveal stark socio-spatial inequalities","2022","Ecological Economics","199","","107495","","","","8","10.1016/j.ecolecon.2022.107495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131426939&doi=10.1016%2fj.ecolecon.2022.107495&partnerID=40&md5=53c80d1b9afe992ecb70bfb3a590a5b2","Article","Final","","Scopus","2-s2.0-85131426939"
"Owen A.; Büchs M.","Owen, Anne (7202052797); Büchs, Milena (23570370300)","7202052797; 23570370300","Examining changes in household carbon footprints across generations in the UK using decomposition analysis","2024","Journal of Industrial Ecology","28","6","","1786","1800","14","4","10.1111/jiec.13567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205816509&doi=10.1111%2fjiec.13567&partnerID=40&md5=44bb4d1b387460b2f2258b86c114f501","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205816509"
"Wang J.; Huang Y.; Long Y.; Chapman A.; Shigetomi Y.","Wang, Jiahuan (59675065500); Huang, Yuzhuo (57225135192); Long, Yin (57195739016); Chapman, Andrew (56896748300); Shigetomi, Yosuke (56028497000)","59675065500; 57225135192; 57195739016; 56896748300; 56028497000","How population aging affects carbon footprints in US households: a comparative study with Japan","2024","Environmental Research Communications","6","10","105021","","","","0","10.1088/2515-7620/ad82b0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000310492&doi=10.1088%2f2515-7620%2fad82b0&partnerID=40&md5=e76cb1ae3b59a637442a7d4ae0029942","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-86000310492"
"Wells J.; Trendl A.; Owen A.; Barrett J.; Jobst N.; Leake D.","Wells, Jasmine (59727167500); Trendl, Anna (57219612893); Owen, Anne (7202052797); Barrett, John (7403498603); Jobst, Norbert (59726652400); Leake, David (57221861444)","59727167500; 57219612893; 7202052797; 7403498603; 59726652400; 57221861444","Targeting carbon reduction in UK households: A new segmentation model using financial transaction data","2025","Journal of Industrial Ecology","29","3","","846","862","16","0","10.1111/jiec.70020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002071542&doi=10.1111%2fjiec.70020&partnerID=40&md5=e3daa501078f2409b2efe5e2b0289a4b","Article","Final","","Scopus","2-s2.0-105002071542"
"Hardadi G.; Buchholz A.; Pauliuk S.","Hardadi, Gilang (57194030269); Buchholz, Alexander (57132365800); Pauliuk, Stefan (36051903700)","57194030269; 57132365800; 36051903700","Implications of the distribution of German household environmental footprints across income groups for integrating environmental and social policy design","2021","Journal of Industrial Ecology","25","1","","95","113","18","42","10.1111/jiec.13045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087668050&doi=10.1111%2fjiec.13045&partnerID=40&md5=586e7f3370e7e2cc70566e7979aaeff0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85087668050"
"Amaral C.; Isabel Pedro M.; Cunha Ferreira D.; Cunha Marques R.","Amaral, Carolina (57216993944); Isabel Pedro, Maria (25655213100); Cunha Ferreira, Diogo (56072138900); Cunha Marques, Rui (57208326544)","57216993944; 25655213100; 56072138900; 57208326544","Performance and its determinants in the Portuguese municipal solid waste utilities","2022","Waste Management","139","","","70","84","14","47","10.1016/j.wasman.2021.12.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122481764&doi=10.1016%2fj.wasman.2021.12.020&partnerID=40&md5=e195f452ec6454ceab364f7985eab678","Article","Final","","Scopus","2-s2.0-85122481764"
"López L.-A.; Tobarra M.-A.; Cadarso M.-Á.; Gómez N.; Cazcarro I.","López, Luis-Antonio (23100482700); Tobarra, Maria-Angeles (23101452400); Cadarso, Maria-Ángeles (14044623200); Gómez, Nuria (23099639400); Cazcarro, Ignacio (36552024600)","23100482700; 23101452400; 14044623200; 23099639400; 36552024600","Eating local and in-season fruits and vegetables: Carbon-water-employment trade-offs and synergies","2022","Ecological Economics","192","","107270","","","","10","10.1016/j.ecolecon.2021.107270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118846936&doi=10.1016%2fj.ecolecon.2021.107270&partnerID=40&md5=10339a8efe45c297aaa72c1ab9c0fa4a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85118846936"
"Sun X.; Mi Z.; Du H.; Coffman D.M.","Sun, Xinlu (57702535000); Mi, Zhifu (55272317400); Du, Huibin (14831046900); Coffman, D'Maris (56603101200)","57702535000; 55272317400; 14831046900; 56603101200","Impacts of poverty eradication on carbon neutrality in China","2024","Science Bulletin","69","5","","648","660","12","13","10.1016/j.scib.2023.12.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182684029&doi=10.1016%2fj.scib.2023.12.039&partnerID=40&md5=6b116c0599044a7a5b20d2e33477cc5b","Article","Final","","Scopus","2-s2.0-85182684029"
"Towa E.; Zeller V.; Merciai S.; Achten W.M.J.","Towa, Edgar (57202074205); Zeller, Vanessa (57202074464); Merciai, Stefano (55599301900); Achten, Wouter M.J. (23471836100)","57202074205; 57202074464; 55599301900; 23471836100","Regional waste footprint and waste treatments analysis","2021","Waste Management","124","","","172","184","12","6","10.1016/j.wasman.2021.02.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101078368&doi=10.1016%2fj.wasman.2021.02.011&partnerID=40&md5=a194c8cfc41b05a95026eee32a6a1f40","Article","Final","","Scopus","2-s2.0-85101078368"
"Liao M.; Jia J.; Han G.; Wang G.; Zhang Z.; Wu G.","Liao, Maolin (57207781003); Jia, Jin (57203790609); Han, Guoying (57788337000); Wang, Guofeng (56991631600); Zhang, Ze (57581081000); Wu, Gang (59605373600)","57207781003; 57203790609; 57788337000; 56991631600; 57581081000; 59605373600","Reduced carbon footprint inequality in China: Evidence from latest household survey data","2023","Journal of Cleaner Production","384","","135342","","","","20","10.1016/j.jclepro.2022.135342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143679167&doi=10.1016%2fj.jclepro.2022.135342&partnerID=40&md5=909269abc0dca6cfee3cef2763d15be3","Article","Final","","Scopus","2-s2.0-85143679167"
"Jaccard I.S.; Pichler P.-P.; Többen J.; Weisz H.","Jaccard, Ingram S (57210964660); Pichler, Peter-Paul (55884390100); Többen, Johannes (56638454600); Weisz, Helga (56227790200)","57210964660; 55884390100; 56638454600; 56227790200","The energy and carbon inequality corridor for a 1.5 C compatible and just Europe","2021","Environmental Research Letters","16","6","064082","","","","26","10.1088/1748-9326/abfb2f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108972785&doi=10.1088%2f1748-9326%2fabfb2f&partnerID=40&md5=1e1672971dfce6fbe443bb6d5b65f84f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108972785"
"Malik A.; Lenzen M.; Lane J.; Lam K.L.; Harding O.M.; Geschke A.","Malik, Arunima (56112637000); Lenzen, Manfred (7003767895); Lane, Joe (57646768900); Lam, Ka Leung (57192294975); Harding, Oliver Mackenzie (57726994700); Geschke, Arne (54882097700)","56112637000; 7003767895; 57646768900; 57192294975; 57726994700; 54882097700","Carbon footprint and voting preferences of a council","2022","Resources, Conservation and Recycling","186","","106535","","","","1","10.1016/j.resconrec.2022.106535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134598960&doi=10.1016%2fj.resconrec.2022.106535&partnerID=40&md5=376564ac37b2873fd382d93078893ba8","Article","Final","","Scopus","2-s2.0-85134598960"
"Jakobs A.; Schulte S.; Pauliuk S.","Jakobs, Arthur (57290730100); Schulte, Simon (57291071500); Pauliuk, Stefan (36051903700)","57290730100; 57291071500; 36051903700","Price Variance in Hybrid-LCA Leads to Significant Uncertainty in Carbon Footprints","2021","Frontiers in Sustainability","2","","666209","","","","13","10.3389/frsus.2021.666209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121130239&doi=10.3389%2ffrsus.2021.666209&partnerID=40&md5=5c59950712a3f66c28084dfdbc6e10c8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85121130239"
"Cap S.; de Koning A.; Tukker A.; Scherer L.","Cap, Stephanie (57658520200); de Koning, Arjan (7005690024); Tukker, Arnold (6701524162); Scherer, Laura (56600122900)","57658520200; 7005690024; 6701524162; 56600122900","(In)Sufficiency of industrial decarbonization to reduce household carbon footprints to 1.5°C-compatible levels","2024","Sustainable Production and Consumption","45","","","216","227","11","15","10.1016/j.spc.2023.12.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182514529&doi=10.1016%2fj.spc.2023.12.031&partnerID=40&md5=f9425f9fd1c800c0cf9924928bb069ec","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85182514529"
"Kira N.; Long Y.; Shigetomi Y.","Kira, Narumi (58815504800); Long, Yin (57195739016); Shigetomi, Yosuke (56028497000)","58815504800; 57195739016; 56028497000","Measuring the rebound of Japan's per-industry household carbon footprints and emission inequalities during the COVID-19 pandemic in 2020–2021","2024","Resources, Conservation and Recycling","203","","107414","","","","5","10.1016/j.resconrec.2024.107414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182512989&doi=10.1016%2fj.resconrec.2024.107414&partnerID=40&md5=ef0c699fe2b229d0416a57c12bc56080","Article","Final","","Scopus","2-s2.0-85182512989"
"Liu G.; Yang Y.; Zhang F.","Liu, Gang (57201565364); Yang, Yi (59749416100); Zhang, Fan (57201934248)","57201565364; 59749416100; 57201934248","Reduced urban-rural inequality in household greenhouse gas footprints and rising trade-related inequalities in China","2025","Cities","163","","106009","","","","0","10.1016/j.cities.2025.106009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003250432&doi=10.1016%2fj.cities.2025.106009&partnerID=40&md5=5e35e26f7af4f2311b7d3d7838e6a2ab","Article","Final","","Scopus","2-s2.0-105003250432"
"Yan B.; Dietzenbacher E.; Los B.","Yan, Bingqian (57210726597); Dietzenbacher, Erik (6701504494); Los, Bart (6603362875)","57210726597; 6701504494; 6603362875","The global emission mitigation potential of avoiding waste and product lifespan extension by Chinese households","2024","Heliyon","10","3","e24322","","","","0","10.1016/j.heliyon.2024.e24322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183842569&doi=10.1016%2fj.heliyon.2024.e24322&partnerID=40&md5=6154d8d2011ccfbdf4b5352d4b883465","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85183842569"
"Xu L.; Geng Y.; Wu D.; Zhang C.; Xiao S.","Xu, Liquan (57215192444); Geng, Yong (7103277844); Wu, Dong (57216766386); Zhang, Chenyi (57222350103); Xiao, Shijiang (57201212512)","57215192444; 7103277844; 57216766386; 57222350103; 57201212512","Carbon footprint of residents’ housing consumption and its driving forces in china","2021","Energies","14","13","3890","","","","6","10.3390/en14133890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109414396&doi=10.3390%2fen14133890&partnerID=40&md5=d63b798200f77136f3e7abd04da01db1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85109414396"
"Gao X.; Chen X.; Liu L.-C.","Gao, Xue (58699230500); Chen, Xuan (59285019400); Liu, Lan-Cui (11940718000)","58699230500; 59285019400; 11940718000","Exploring the determinants of the evolution of urban and rural household carbon footprints inequality in China","2024","Energy Policy","185","","113955","","","","11","10.1016/j.enpol.2023.113955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180418050&doi=10.1016%2fj.enpol.2023.113955&partnerID=40&md5=e725332db154b3e84ce3007d21e4ad8f","Article","Final","","Scopus","2-s2.0-85180418050"
"Kilian L.; Owen A.; Newing A.; Ivanova D.","Kilian, Lena (57478739600); Owen, Anne (7202052797); Newing, Andy (55602621600); Ivanova, Diana (57021242100)","57478739600; 7202052797; 55602621600; 57021242100","Microdata selection for estimating household consumption-based emissions","2023","Economic Systems Research","35","3","","325","353","28","8","10.1080/09535314.2022.2034139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125850746&doi=10.1080%2f09535314.2022.2034139&partnerID=40&md5=d59b6b6df47e257b78e6cfbe65a117aa","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125850746"
"Wang R.; Chen G.; Wang Y.; Feng J.","Wang, Rui (59279039000); Chen, Guangwu (56898280400); Wang, Yafei (56010795100); Feng, Jiahao (58003554900)","59279039000; 56898280400; 56010795100; 58003554900","Carbon footprint patterns of domestic migrants in China and 1.5 °C mitigation pathways","2022","Environmental Research Letters","17","12","124023","","","","3","10.1088/1748-9326/aca550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143898263&doi=10.1088%2f1748-9326%2faca550&partnerID=40&md5=5a270cfbcf56935eea9e4fa67dd8be76","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143898263"
"Albizzati P.F.; Rocchi P.; Cai M.; Tonini D.; Astrup T.F.","Albizzati, Paola Federica (57201379196); Rocchi, Paola (56496590200); Cai, Mattia (36631635300); Tonini, Davide (35097867500); Astrup, Thomas Fruergaard (7005097823)","57201379196; 56496590200; 36631635300; 35097867500; 7005097823","Rebound effects of food waste prevention: Environmental impacts","2022","Waste Management","153","","","138","146","8","24","10.1016/j.wasman.2022.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137343680&doi=10.1016%2fj.wasman.2022.08.020&partnerID=40&md5=f1f26c1f9ad9b2a35f6be43154a47564","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85137343680"
"Osorio P.; Tobarra M.A.","Osorio, P. (57449453900); Tobarra, M.A. (23101452400)","57449453900; 23101452400","Carbon Footprints of Recycled Plastic Packaging and Household Food Consumption by Gender in Spain","2022","Environmental Footprints and Eco-Design of Products and Processes","","","","1","33","32","3","10.1007/978-981-16-8426-5_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124496221&doi=10.1007%2f978-981-16-8426-5_1&partnerID=40&md5=f7af6c27cdabf31ec428eef90b257a2e","Book chapter","Final","","Scopus","2-s2.0-85124496221"
"Mach R.; Ščasný M.; Weinzettel J.","Mach, Radomír (57194589886); Ščasný, Milan (57208759576); Weinzettel, Jan (24367581900)","57194589886; 57208759576; 24367581900","The role of allocation of retail trade margins across household segments on their carbon footprint calculation","2022","Economic Systems Research","34","1","","97","110","13","1","10.1080/09535314.2020.1855418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097938793&doi=10.1080%2f09535314.2020.1855418&partnerID=40&md5=01d2e18732829208ab54fdcc7edea363","Article","Final","","Scopus","2-s2.0-85097938793"
"Feng K.; Hubacek K.; Song K.","Feng, Kuishuang (35169268500); Hubacek, Klaus (55802235200); Song, Kaihui (57199054298)","35169268500; 55802235200; 57199054298","Household carbon inequality in the U.S.","2021","Journal of Cleaner Production","278","","123994","","","","94","10.1016/j.jclepro.2020.123994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090361134&doi=10.1016%2fj.jclepro.2020.123994&partnerID=40&md5=3a50783476ed45e03cb59f88fbc4e7ce","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85090361134"
"Lee J.; Shigetomi Y.; Kanemoto K.","Lee, Jemyung (56291007000); Shigetomi, Yosuke (56028497000); Kanemoto, Keiichiro (54881919200)","56291007000; 56028497000; 54881919200","Drivers of household carbon footprints across EU regions, from 2010 to 2015","2023","Environmental Research Letters","18","4","044043","","","","13","10.1088/1748-9326/acc95e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153088322&doi=10.1088%2f1748-9326%2facc95e&partnerID=40&md5=d879d1b3fb2c3b571254c3ba1d74e758","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85153088322"
"Li X.; Ouyang Z.; Zhang Q.; Shang W.-L.; Huang L.; Wu Y.; Gao Y.","Li, Xi (57208424575); Ouyang, Zhigang (57192752703); Zhang, Qiong (57207961982); Shang, Wen-long (56921466400); Huang, Liqiao (57221166073); Wu, Yi (57209854374); Gao, Yuning (57190137774)","57208424575; 57192752703; 57207961982; 56921466400; 57221166073; 57209854374; 57190137774","Evaluating food supply chain emissions from Japanese household consumption","2022","Applied Energy","306","","118080","","","","36","10.1016/j.apenergy.2021.118080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118799964&doi=10.1016%2fj.apenergy.2021.118080&partnerID=40&md5=025ca2081a7178466407ddb642b45942","Article","Final","","Scopus","2-s2.0-85118799964"
"Yu F.; Dong H.; Geng Y.; Fang A.S.; Li H.","Yu, Feng (59819093900); Dong, Huijuan (57194765680); Geng, Yong (7103277844); Fang, Alex S. (57668429000); Li, Haifeng (54397512000)","59819093900; 57194765680; 7103277844; 57668429000; 54397512000","Uncovering the differences of household carbon footprints and driving forces between China and Japan","2022","Energy Policy","165","","112990","","","","22","10.1016/j.enpol.2022.112990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129568213&doi=10.1016%2fj.enpol.2022.112990&partnerID=40&md5=903b23e0305bb6688f4160bfdb23f01d","Article","Final","","Scopus","2-s2.0-85129568213"
"Wei R.; Zhang W.; Peng S.","Wei, Rui (57216786901); Zhang, Wencheng (56896590600); Peng, Shuijun (14066328400)","57216786901; 56896590600; 14066328400","Energy and greenhouse gas footprints of China households during 1995–2019: A global perspective","2022","Energy Policy","164","","112939","","","","13","10.1016/j.enpol.2022.112939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127195678&doi=10.1016%2fj.enpol.2022.112939&partnerID=40&md5=8f38645288d6c766578c0cd021f7f499","Article","Final","","Scopus","2-s2.0-85127195678"
"Xu K.; Yi X.; Zhang Y.; Yin C.","Xu, Ke (58042165000); Yi, Xiaoyan (57210991948); Zhang, Yingnan (58791771900); Yin, Changbin (56191041500)","58042165000; 57210991948; 58791771900; 56191041500","Comprehensive evaluation on carbon footprint and economic benefits of rice⁃fish co⁃cropping mode in the Hani Terraces; [哈尼梯田区稻鱼共作模式碳足迹和经济效益综合评价]","2024","Shengtai Xuebao","44","23","","10619","10630","11","0","10.20103/j.stxb.202311102444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216564924&doi=10.20103%2fj.stxb.202311102444&partnerID=40&md5=380764919f41e04e40a99d321c58c229","Article","Final","","Scopus","2-s2.0-85216564924"
"Lv J.; Liu B.; Chai L.","Lv, Jinwei (58944553900); Liu, Bing (58125645400); Chai, Li (56647562500)","58944553900; 58125645400; 56647562500","Comparing the determinants of household carbon footprints between rural and urban: evidence from China household survey data","2024","China Agricultural Economic Review","","","","","","","0","10.1108/CAER-04-2023-0076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188052066&doi=10.1108%2fCAER-04-2023-0076&partnerID=40&md5=904df38f477b1162fa786e09cd8007da","Article","Article in press","","Scopus","2-s2.0-85188052066"
"Ohno H.; Shigetomi Y.; Chapman A.; Fukushima Y.","Ohno, Hajime (36091891300); Shigetomi, Yosuke (56028497000); Chapman, Andrew (56896748300); Fukushima, Yasuhiro (24067147100)","36091891300; 56028497000; 56896748300; 24067147100","Detailing the economy-wide carbon emission reduction potential of post-consumer recycling","2021","Resources, Conservation and Recycling","166","","105263","","","","25","10.1016/j.resconrec.2020.105263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095822988&doi=10.1016%2fj.resconrec.2020.105263&partnerID=40&md5=630ceaeff729e5e0a39caef0bdfef7c0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85095822988"
"Lévay P.Z.; Vanhille J.; Goedemé T.; Verbist G.","Lévay, Petra Zsuzsa (57200880607); Vanhille, Josefine (54421371800); Goedemé, Tim (36713464800); Verbist, Gerlinde (36888588600)","57200880607; 54421371800; 36713464800; 36888588600","The association between the carbon footprint and the socio-economic characteristics of Belgian households","2021","Ecological Economics","186","","107065","","","","58","10.1016/j.ecolecon.2021.107065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105835319&doi=10.1016%2fj.ecolecon.2021.107065&partnerID=40&md5=480e6523d77d3d19cf1c2985f642d9b0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85105835319"
"Duarte R.; Miranda-Buetas S.; Sarasa C.","Duarte, Rosa (56212256800); Miranda-Buetas, Sara (57297949600); Sarasa, Cristina (55135644000)","56212256800; 57297949600; 55135644000","Household consumption patterns and income inequality in EU countries: Scenario analysis for a fair transition towards low-carbon economies","2021","Energy Economics","104","","105614","","","","51","10.1016/j.eneco.2021.105614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117169170&doi=10.1016%2fj.eneco.2021.105614&partnerID=40&md5=6cfa88a7a9dddd0353cbcf4f836b054c","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85117169170"
"Pottier A.; Le Treut G.","Pottier, Antonin (55452147300); Le Treut, Gaëlle (57217115367)","55452147300; 57217115367","Quantifying GHG emissions enabled by capital and labor: Economic and gender inequalities in France","2023","Journal of Industrial Ecology","27","2","","624","636","12","7","10.1111/jiec.13383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147531721&doi=10.1111%2fjiec.13383&partnerID=40&md5=81feaa6c715937e3fb2b3c632d54da2a","Article","Final","","Scopus","2-s2.0-85147531721"
"Chen X.; Zhen Y.; Chen Z.","Chen, Xi (58607646800); Zhen, Yingying (58250058800); Chen, Zhanming (35209723900)","58607646800; 58250058800; 35209723900","Household Carbon Footprint Characteristics and Driving Factors: A Global Comparison Based on a Dynamic Input–Output Model","2023","Energies","16","9","3884","","","","4","10.3390/en16093884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159334248&doi=10.3390%2fen16093884&partnerID=40&md5=18ca6b16bf31820c9277528d66928673","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159334248"
"Salo M.; Savolainen H.; Karhinen S.; Nissinen A.","Salo, Marja (56680873100); Savolainen, Hannu (57221305759); Karhinen, Santtu (57200755563); Nissinen, Ari (7103232580)","56680873100; 57221305759; 57200755563; 7103232580","Drivers of household consumption expenditure and carbon footprints in Finland","2021","Journal of Cleaner Production","289","","125607","","","","56","10.1016/j.jclepro.2020.125607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098792449&doi=10.1016%2fj.jclepro.2020.125607&partnerID=40&md5=3c1e30664b3fd8690579594620941c7f","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85098792449"
"Zhong H.; Zhang X.; Shao X.; Xiao J.; Tian P.","Zhong, Honglin (36678598700); Zhang, Xinyu (59181016100); Shao, Xuan (57881472500); Xiao, Jingyi (59181016200); Tian, Peipei (57194322893)","36678598700; 59181016100; 57881472500; 59181016200; 57194322893","Dissecting household carbon and energy inequality: A decade's insight into regional disparities and urban-rural dynamics in China","2024","Energy Policy","192","","114243","","","","7","10.1016/j.enpol.2024.114243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196502827&doi=10.1016%2fj.enpol.2024.114243&partnerID=40&md5=ec5856855289a98d6889cbfbc680327d","Article","Final","","Scopus","2-s2.0-85196502827"
"Sun M.; Chen G.; Xu X.; Zhang L.; Hubacek K.; Wang Y.","Sun, Mingxing (55866929700); Chen, Guangwu (56898280400); Xu, Xiangbo (55966409600); Zhang, Linxiu (57209290025); Hubacek, Klaus (55802235200); Wang, Yutao (35207058700)","55866929700; 56898280400; 55966409600; 57209290025; 55802235200; 35207058700","Reducing Carbon Footprint Inequality of Household Consumption in Rural Areas: Analysis from Five Representative Provinces in China","2021","Environmental Science and Technology","55","17","","11511","11520","9","80","10.1021/acs.est.1c01374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114050785&doi=10.1021%2facs.est.1c01374&partnerID=40&md5=5a6212360b496caade6701e4b914cf6a","Review","Final","","Scopus","2-s2.0-85114050785"
"Steenmeijer M.A.; Rodrigues J.F.D.; Zijp M.C.; Waaijers-van der Loop S.L.","Steenmeijer, Michelle A (58003701800); Rodrigues, João F D (55909323200); Zijp, Michiel C (25029632100); Waaijers-van der Loop, Susanne L (57395553000)","58003701800; 55909323200; 25029632100; 57395553000","The environmental impact of the Dutch health-care sector beyond climate change: an input–output analysis","2022","The Lancet Planetary Health","6","12","","e949","e957","8","61","10.1016/S2542-5196(22)00244-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143917461&doi=10.1016%2fS2542-5196%2822%2900244-3&partnerID=40&md5=7f4718ba77e73df01b7efa5c8d2c1847","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143917461"
"Froemelt A.; Geschke A.; Wiedmann T.","Froemelt, Andreas (57190067905); Geschke, Arne (54882097700); Wiedmann, Thomas (11940678500)","57190067905; 54882097700; 11940678500","Quantifying carbon flows in Switzerland: top-down meets bottom-up modelling","2021","Environmental Research Letters","16","1","014018","","","","17","10.1088/1748-9326/abcdd5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099397876&doi=10.1088%2f1748-9326%2fabcdd5&partnerID=40&md5=2ce64dc1027bf822b449f9fe1317bdca","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85099397876"
"Huang Y.; Shigetomi Y.; Matsumoto K.","Huang, Yuzhuo (57225135192); Shigetomi, Yosuke (56028497000); Matsumoto, Ken'ichi (55471186100)","57225135192; 56028497000; 55471186100","Evaluating carbon inequality by household type and income level across prefectures in Japan","2022","Sustainable Cities and Society","87","","104236","","","","22","10.1016/j.scs.2022.104236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139826625&doi=10.1016%2fj.scs.2022.104236&partnerID=40&md5=1884f8d7bda10249f4297ce04a63a68b","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139826625"
